Spot,Strike,T,Vol,Delta,Theta,Vega,MarketPrice
242.6317176125137,237.46008408046296,0.2429572115678365,0.2432709151027759,0.633426109604775,-29.42856817449374,45.01747493145351,15.446495947243601
257.85961994183117,260.7695991402558,0.11804594263223278,0.34001396648462046,0.5051359347096833,-56.842088341230884,35.34133453625578,11.284521340934722
234.976737214391,234.1335677489679,0.20700962739582282,0.3800924543251619,0.5663567455821398,-44.379268481110984,42.05973038844322,18.189438587369875
276.9154471167914,262.08991895139246,0.21578069534490488,0.40292600234259124,0.6719169036628354,-51.193328427221495,46.47526576780897,30.94871158880939
263.70141708896364,259.46073344575956,0.3037278049500877,0.392447117324157,0.5999874244647574,-42.85164428366919,56.1475543204408,26.713507494021364
241.25033450775243,261.150961500663,0.43045136491768554,0.38136155775379355,0.45792225245150076,-32.42920394020568,62.79359604255345,18.85316020793396
264.21783326423287,258.0985001094135,0.24592566362910548,0.3790081130521542,0.6118220074468681,-45.54871742138124,50.2054813041055,24.268460973244665
284.68122579173706,257.32713330298503,0.36626522009230106,0.24011959356255183,0.814298551792519,-24.87470547386792,46.09710106127,36.94013365436825
280.49784499766355,259.1734596094243,0.020370145976333465,0.2913910615204332,0.9742023040422605,-29.759043452202853,2.402152083047489,21.39905044085935
269.6486791195952,279.5237302397094,0.3726206038242923,0.33642037047655154,0.5072847492821349,-35.479500635645685,65.65523852996132,20.804005636587867
239.82403634031627,255.0731275949673,0.11209310990927604,0.3273560783102633,0.3240094338677642,-45.768074570196674,28.862718333377828,5.610220038426654
256.95795724343424,243.4885569863022,0.47098481311703594,0.3041513062363301,0.6826544422220987,-27.48566986678587,62.84257820405189,31.174017386455017
275.16787330181637,280.8289457340271,0.1111429839051003,0.38838866635101993,0.48021368938896,-69.85527741193232,36.55225965124839,11.759010979764726
269.3118895395074,252.1578926983478,0.42358003242528036,0.2592263558875868,0.7257433583799615,-26.103735383072802,58.40675542942792,30.479319406007132
259.37654358919116,250.21972273930078,0.23713001711404205,0.34210573969719643,0.6443878440924415,-41.119537003514075,47.051389057344615,23.97200954327089
262.0356394134396,251.2291838010483,0.4795930439635489,0.32763305991589176,0.657168645314248,-29.78089869692478,66.70119125337789,32.90383888585072
282.54535003467856,234.76070994567925,0.39343290658943175,0.3648818875361807,0.8437277739230145,-28.696082772016005,42.45869831819103,58.219709669212065
268.7053969287139,249.5953531767061,0.4439635817445417,0.32412204027551506,0.7096538353631228,-30.094546381772943,61.32038487775248,37.34160271744172
272.8388434438716,258.1264084399177,0.1553309988395007,0.3563559381907744,0.6985391736047883,-51.27899058596859,37.46991629730925,25.37186555593577
250.93136202092901,244.10979762918384,0.12086153748035344,0.38280346102354473,0.6251556143581755,-59.34056387905439,33.07539586571157,18.405416879730037
263.7508358284233,244.90643215602435,0.10079992929674493,0.2536270646715276,0.846947526612181,-34.97179531663188,19.787567129964092,21.9019029145966
280.8719193457422,276.17693287894474,0.1826939679092782,0.35558397205929765,0.5975485517386814,-52.56803164463658,46.45493080427843,21.525571204583443
284.6072578573007,241.29161809396325,0.32995894881187177,0.31716832700640163,0.8616752926000003,-27.04673499897831,36.090871452187706,51.67120971582689
238.884005363906,267.2957054700578,0.2031007963537858,0.3037310147830877,0.2487736816715484,-28.258677674000186,34.12161828147903,3.5140226339057126
256.87941581411894,264.16271326612497,0.2090610945046915,0.4030008103482133,0.4988554464358384,-50.727640563679834,46.85696910250999,17.848045083482994
256.87687528421435,242.74482794480124,0.11846015080567454,0.3406296654081483,0.7230077145101856,-50.798944126489836,29.605360623238457,21.791619826314292
249.91267912489442,280.68343541728245,0.3009163336612256,0.3175308282685055,0.31095113422969706,-29.039375485052993,48.429544240530575,7.378301347691531
270.97287720122216,272.6849950415871,0.027746295481075017,0.33060034952269485,0.4754212325136076,-113.24848579846953,17.972690934705025,4.5522024848395715
284.9451644740492,264.7454164674083,0.20982521839960266,0.3261008879470206,0.7379886575505873,-42.031097223631974,42.505505428482124,30.108477059385066
258.77832728987886,282.67166128465584,0.4470237550987161,0.29842339445596294,0.40872075677088027,-27.04279194483476,67.20977340520682,13.089333695693755
253.12108900132222,236.23470232836297,0.1232502087155612,0.29396292480286434,0.7823978842981916,-39.99496652394566,26.146429824985006,21.207875122749446
253.6448831280481,283.50914845873115,0.4406946038279263,0.3724638652761751,0.40616316055376367,-31.951582058828578,65.30767272470013,15.934130218054294
271.62942110841794,280.5049528237088,0.14570412203651398,0.3959509910942072,0.4645553532950414,-61.62213902584082,41.20065970480268,14.635150605488098
265.39084766232764,252.50609232856365,0.2939682006538199,0.3594530328454929,0.6657575839811205,-39.38943909553146,52.37521466727043,28.72192788807311
264.0018667911578,281.9208774218348,0.45427011150106317,0.3795729354122479,0.48404822616073373,-34.9200832493583,70.92948103869226,22.125077141821468
268.51828710991526,248.99857256605927,0.20336412550179214,0.3487775475177287,0.7334017437855497,-42.48734898628152,39.78356729311526,28.869957114336945
249.7122623301879,279.567674190483,0.3228162722113539,0.2530985078380149,0.2738524261469001,-21.65806084690797,47.24337061763777,5.135389141883414
277.3549224491256,275.4094066986259,0.4695372652441537,0.3224269393801798,0.5981610193636667,-32.114074327266394,73.51262549872908,28.329082261745192
238.21089795148032,276.27759547485334,0.16329259805974758,0.30923680425669087,0.14490232195595143,-22.385842204373244,21.92982823987033,2.1106102405587395
280.9869852977571,241.98385897197625,0.1268228397535237,0.26302631460721365,0.9563578870555369,-20.981020764113374,9.253551745743053,41.04210823904283
271.4651447169529,238.43626491343116,0.11788829867512299,0.3256497492984012,0.8977608831415586,-33.34715700868027,16.623844679985563,36.717212368340434
262.9746776684892,236.49242469995946,0.12933511432165817,0.2927131711879957,0.8691440706006981,-32.675320258025025,20.097701978057263,30.368815586177565
251.59980912003994,254.1915213245371,0.22654615240211562,0.2933275996428033,0.5309015351555719,-36.808298542023756,47.63139009924965,13.635597325418727
